,id,gold_keys,title,text_intro
25,S0010938X15002954.txt,"['measur the kinet of 2D pit propag', 'semi-quantit model', '2D pit', 'current', 'ni–f [35] thin film', 'anod current', '2D disk', '1D pencil electrod', '2D pit propag', 'Al alloy', 'laci pit cover', 'pit edg', 'Al', 'pit', 'fe-co thin film', 'pit growth', 'stainless steel thin film', 'laci pit cover format', 'video imag', 'pit propag']",.,"There have been relatively few attempts to observe and in some cases extract the average current density from video images taken of growing 2D pits. Frankel presented a method to directly measure the average anodic current density from the growing pit boundary velocity in Al [33], an Al alloy [34] and Ni–Fe [35] thin films. Subsequently, Ryan et al. [27,36] determined the anodic current density in pits propagating as 2D disks in stainless steel thin films by measuring the pit edge movement velocity. Ernst and Newman [11,12,37] studied stability of pit growth in detail and measured the kinetics of 2D pit propagation in depth and width and compared the results with kinetics in 1D pencil electrodes. They developed a semi-quantitative model for pit propagation which explained the lacy pit cover formation during the pit growth, although they did not measure current density within the pit. More recently, Tang and Davenport [38] tracked the pit boundary movement and computed the instantaneous but average current density in Fe-Co thin films. However, there have been no previous attempts to quantify the local current density during inhomogeneous growth of pits, although such local variation in current density has long been recognised [7].
"
26,S0370269304006161.txt,"['fermi and gamow–tel transit strength', 'shell model', 'shell model for fermi and gamow–tel transit', 'crpa', 'the fermi and gamow–tel transit', 'mema', 'ia', 'nuclear absorpt cross section for the charg current neutrino reaction', '4.38\xa0mev in 40k', 'absorpt event through the charg current reaction', 'isobar analogu state', 'continuum random phase approxim', 'electron', 'the absorpt cross section', 'predict e−(e+) event rate', 'calcul by martinez-pinedo et al.', 'treatment of the coulomb distort', 'nuclear model depend', 'supernova neutrino energi', 'coulomb effect', 'modifi effect momentum approxim', 'neutrino absorpt cross section', 'residu nucleu', 'positron']",.,"Absorption events through the charged current reactions (2)νe+40Ar→e−+40K∗andν̄e+40Ar→e++40Cl∗. There is some uncertainty in predicting e−(e+) event rates for these processes which arise due to the nuclear model dependencies of the absorption cross section and the treatment of the Coulomb distortion of electron (positron) in the field of the residual nucleus. The nuclear absorption cross section for the charged current neutrino reactions in 40Ar relevant to supernova neutrino energies was first calculated by Raghavan [10] and Bahcall et al. [11] for Fermi transitions leading to isobaric analogue state (IAS) at 4.38 MeV in 40K∗. Later Ormand et al. [12] used a shell model to calculate the Fermi and Gamow–Teller transitions. In these calculations Fermi function F(Z,Ee) was used to take into account the Coulomb effects. In a recent paper Bueno et al. [13] make use of a calculation by Martinez-Pinedo et al. [14] who use a shell model for Fermi and Gamow–Teller transitions and a continuum random phase approximation (CRPA) for forbidden transitions to calculate the absorption cross sections. In this calculation the Coulomb distortion of the produced electron is treated with a hybrid model where a Fermi function is used for lower electron energies and modified effective momentum approximation (MEMA) for higher electron energies [14–17]. In a recent work Bhattacharya et al. [18] have measured the Fermi and Gamow–Teller transition strengths leading to excited states up to 6 MeV in 40K∗ and obtained the neutrino absorption cross section for supernova neutrinos in 40Ar.
"
27,S0021999115003423.txt,"['raw imag data set', 'imag data set', 'cell track problem', 'segment', 'multi-cel imag data set', 'problem of cell track', 'geometr evolut law model', 'algorithm', 'mathemat model', 'pde constrain optimis problem', 'theoret and comput framework', 'experiment imag data set', 'introduc our approach to cell track', 'our model', 'phase field framework']",.,"The remainder of our discussion proceeds as follows. In Section 2 we briefly describe the problem of cell tracking and introduce our approach to cell tracking, which may be regarded as fitting a mathematical model to experimental image data sets. We present the geometric evolution law model we seek to fit, which is a simplification of recently developed models in the literature that show good agreement with experiments [8,10–12,4,13,9]. We finish Section 2 by reformulating our model into the phase field framework, which appears more suitable for the problem in hand, and we formulate the cell tracking problem as a PDE constrained optimisation problem. In Section 3 we propose an algorithm for the resolution of the PDE constrained optimisation problem and we discuss some practical aspects related to the implementation. In particular we note that the theoretical and computational framework may be applied directly to multi-cell image data sets and raw image data sets (of sufficient quality) without segmentation. In Section 4 we present some numerical examples for the case of 2d single and multi-cell image data sets. Finally in Section 5 we present some conclusions of our study and discuss future extensions and applications of the work.
"
28,S0011227515000648.txt,"['lnt', '110-nm process technolog', 'long eras', 'process technolog', 'threshold slope', 'batch #3/#4', 'assembl line', 'eras and program timeout', 'product chang', 'transconductance/gain', 'transistor paramet', 'program time', 'batch #1/#2', '#5/#6', 'pass rate', 'bit error', 'threshold voltag', 'toler']",.,"The product change between batches #1/#2 and the others is the most influential on the test results. The redesign and upgrade to 110-nm process technology reduces the pass rate at LNT by approximately half. This is mainly caused by the increased incidence of erase and program timeouts with some contribution from long erase and program times and bit errors. The difference in pass rates at 88K between batches #3/#4 and #5/#6, which use the same process technology with the same dimensions, can be explained by the fabrication in different assembly lines, where other processes or base materials may have been changed. This means different tolerances in base materials and production process, which are more pronounced the lower the temperature. Some of the differences of technology scale may reflect shifts in transistor parameters such as transconductance/gain, threshold voltage, and threshold slope [7].
"
29,S0010938X13005945.txt,"['surfac rough of the coat wa evalu', 'adhesion/cohes', 'scratch test method', 'outer layer', 'scratch indent were carri out', 'eight measur', 'determin of locat of spallation/delamin', 'understand the natur of the coat failur', 'surfac rough tester', 'revetest system (csm instrument SA', 'rough', 'load forc and penetr depth were record', 'load forc and penetr depth were record and their respect valu were correl with the observ failur locat', 'Ra', 'switzerland) equip with a h-270 diamond indentor (200μm diameter)', 'adhesion/cohes of the coat', 'coat']",.,"The adhesion/cohesion of the coating was evaluated by the scratch test method, using a Revetest system (CSM Instruments SA, Switzerland) equipped with a H-270 diamond indentor (200μm diameter). Six scratch indentations were carried out under previously optimized conditions (linear progressive load mode 1–4N, 4Nmin−1). In order to aid in determination of location of spallation/delamination, an extended scratch length of 6mm was employed. The scratch tracks were subsequently observed by SEM to determine the locations of the first coating failure and to understand the nature of the coating failure. During the scratch tests, the loading force and penetration depth were recorded and their respective values were correlated with the observed failure locations. The surface roughness of the coating was evaluated using a surface roughness tester (TR200, Timegroup Inc.) according to ISO standard [29]. Due to the presence of the open porosity in the outer layer of the coating, a measurement length for determination of the roughness (Ra) of 0.8mm was used. In total, eight measurements were carried out in different directions.
"
30,S2212667814001361.txt,"['nsga-ii algorithm', 'cost', 'qualiti', 'optim problem', '(time', 'quantifi the qualiti obtain for a ga well drill project', 'contractor select problem', 'object', 'un-experienc manag', 'ga well drill project', 'project manag', 'sensit analysi', 'learnabl properti', 'determin the project time and cost', 'project time and cost', 'contractor select']",.,"Contractor selection for a project is an important decision, one for the project time and cost, next for the quality obtained by the project. Although the project managers can easily determine the project time and cost, the quality is usually undefined especially for un-experienced managers. With a learnable property, an approach is first introduced in this paper to quantify the quality obtained for a gas well drilling project. Then, based on these three objectives (time, cost, and quality), a contractor selection problem is converted to an optimization problem. Next, the NSGA-II algorithm is utilized for solution. At the end, a sensitivity analysis is performed to select the parameters of the algorithm."
31,S0079642515000705.txt,"['vapor particl', 'analyt model', 'deposit flux', 'geometr featur', 'geometr consider', 'thin film', 'atom', 'singl angular direct', 'surfac shadow mechan', 'continuum approach', 'analyt semi-empir model', 'film surfac', 'predict of the relat between the incid angl of the deposit flux and the tilt angl of the column', 'analyz the growth mechan', 'groov seed substrat', 'nanocolumn', 'quantit describ the aggreg of columnar structur', 'film', 'surfac diffus', 'geometr factor', 'aggreg of vapor particl onto a surfac']",.,"When dominated by surface shadowing mechanisms, the aggregation of vapor particles onto a surface is a complex, non-local phenomenon. In the literature, there have been many attempts to analyze the growth mechanism by means of pure geometrical considerations; i.e., by assuming that vapor particles arrive at the film surface along a single angular direction [38,41]. Continuum approaches, which are based on the fact that the geometrical features of the film (i.e., the nanocolumns) are much larger than the typical size of an atom [42,266,267], have been also explored. For instance, Poxson et al. [228] developed an analytic model that takes into account geometrical factors as well as surface diffusion. This model accurately predicted the porosity and deposition rate of thin films using a single input parameter related to the cross-sectional area of the nanocolumns, the volume of material and the thickness of the film. Moreover, in Ref. [39], an analytical semi-empirical model was presented to quantitatively describe the aggregation of columnar structures by means of a single parameter dubbed the fan angle. This material-dependent quantity can be experimentally obtained by performing deposition at normal incidence on an imprinted groove seeded substrate, and then measuring the increase in column diameter with film thickness. This model was tested under various conditions [40], which returned good results and an accurate prediction of the relation between the incident angle of the deposition flux and the tilt angle of the columns for several materials.
"
32,S0045782514000607.txt,"['initi residu amplif', 'poor nonlinear converg', 'penal formul', 'penalti method', 'PL formul', 'converg', 'gener formul', 'penalti or static condens PL formul', 'weakli penal formul', 'PL', 'deterior converg', 'weakli penal and PL approach', 'weakli penal', 'inf–sup stabl scheme', 'amplif of the residu', 'classic penalty/weakli penal', 'nonlinear converg']",.,"As mentioned previously, the weakly penalized system can be thought of as a generalized formulation which can result in the PL, penalty or statically condensed PL formulations depending on the choice of the projection operator. The equivalence of these methods under the weakly penalized regime, allows us to combine and take advantage of the good characteristics of each method. For instance, the weakly penalized formulation combines the simplified structure of the penalty method with the convergence characteristics of the PL formulation. However, due to the stiffness of the linear system at high values of the bulk modulus, the penalized formulations (classic penalty/weakly penalized) exhibit deteriorated nonlinear convergence. This stands in stark contrast to the PL method which (for inf–sup stable schemes) exhibits fast convergence even for high bulk modulus. However, we observe that, when the choice of πh provides equivalence with the discrete PL method, poor nonlinear convergence is observed though, in principle, the convergence should be similar. Examining the update formulae for both weakly penalized and PL approaches (see Appendix C), we observe that deteriorated convergence stems from: (1) initial residual amplification, and (2) the amplification of the residual.
"
33,S0021999115008372.txt,"['monge–ampèr equat', 'optim transport (ot) mesh', 'r-adapt mesh gener', 'variat method', 'weather and climat predict', 'monitor function', 'mesh tangl', 'deform a mesh', 'control resolut in differ direct for r-adapt mesh', 'atmospher model', 'mesh redistribut', 'adapt', 'r-adapt', 'optim transport problem on the sphere', 'map of solut between mesh', 'adapt mesh', 'weather and climat predict model', 'repres scale interact', 'mesh', 'monge–ampèr', 'sphere', 'alter the mesh connect', 'scalar valu monitor function', 'r-adapt mesh']",.,"The need to represent scale interactions in weather and climate prediction models has, for many decades, motivated research into the use of adaptive meshes [3,34,38]. R-adaptivity – mesh redistribution – involves deforming a mesh in order to vary local resolution and was first considered for atmospheric modelling more than twenty years ago by Dietachmayer and Droegemeier [14]. It is an attractive form of adaptivity since it does not involve altering the mesh connectivity, does not create load balancing problems because points are never created or destroyed, does not require mapping of solutions between meshes [26], does not lead to sudden changes in resolution and can be retro-fitted into existing models. Variational methods exist which attempt to control resolution in different directions for r-adaptive meshes (e.g. [23,25]). Alternatively, the solution of the Monge–Ampère equation to generate an optimally transported (OT) mesh based on a scalar valued monitor function is a useful form of r-adaptive mesh generation because it generates a mesh equidistributed with respect to a monitor function and does not lead to mesh tangling [7]. We will see that the optimal transport problem on the sphere leads to a slightly different equation of Monge–Ampère type, which has not before been solved numerically on the surface of a sphere, which would be necessary for weather and climate prediction using r-adaptivity.
"
34,S0885230816300043.txt,"['speaker cluster', 'train show-bas acmllr transform', 'anat model', 'anat procedur', 'adapt train', 'factoris approach use mllr speaker transform', 'gmm–hmm model', 'adapt retrain of the gmm–hmm paramet', 'acmllr transform', 'speaker adapt']",.,"The final set of experiments involved an adaptive retraining of the GMM–HMM parameters following the aNAT procedure. This new model only provided an improvement of 0.3%, similar to using the aCMLLR transforms on the baseline GMM–HMM model. However, training show-based aCMLLR transforms on top of the adaptively trained model boosted the improvement to 0.8% absolute. This showed how adaptive training provided a better flexibility of the model to adapt to specific background conditions existing in each show. Finally, the factorisation approach using MLLR speaker transforms on top of the aNAT model and show-based aCMLLR transforms was tested. This only increased the improvement to 0.9% absolute (2.9% relative), which reflects the difficulty of performing accurate speaker clustering in this task and how this actually hampers speaker adaptation.
"
35,S0032386109001712.txt,"['pva', 'crystal', 'simpl polym', 'rapid quench', 'repuls spheric atom', 'full-atomist approach', 'solid', 'classic solid–liquid transit', 'appropri model', 'liquid', 'fold surfac', 'coarse-grain model', 'homogen nucleat', 'crystallin', 'coarse-grain of the system', 'polym', 'polym crystal', 'intrachain interact', 'poly(vinyl alcohol)', 'simul', 'isotrop melt', 'lamella']",.,"With ever increasing computer performance, simulations in much larger systems have become feasible. However, full-atomistic approaches to polymer crystallization need extremely large computer power even in the case of simple polymers, and appropriate modeling or coarse-graining of the system is imperative. From a series of work on the development of coarse-grained models for polymers, Mayer and Muller-Plathe have build up a model of poly(vinyl alcohol) (PVA) for studying early stage of crystallization. They investigated the emergence of crystalline order from the isotropic melt by rapid quenching [51,52]. They could reproduce many elementary processes of homogenous nucleation that showed good correspondence with experiments and other simulations, in temperature dependence of lamella thickness, structure of fold surface, etc. In their work, they neglected long-range force (van der Waals attraction) to accelerate computation. Their model has the energy contribution due to intrachain interactions only and the dominant driving force for crystallization is entropic, which seems to ignore dominant driving force for polymer crystallization in conventional sense. However, their work is reminiscent of the classical solid–liquid transition in systems of repulsive spherical atoms [53] and poses an intriguing problem as to the intrinsic driving force for polymer crystallization.
"
36,S1877750315000575.txt,"['analys what is the effect of real time inform dissemin', 'massiv use of real-tim inform', 'simul', 'inform dissemin in transport system', 'investig the impact of inform on the global network perform', 'build more intellig traffic control mechan']",.,"There are some relevant studies on information dissemination in transportation systems using simulations. One category of studies look at how either local information (only about the neighbours) or global information (about the entire network) affects the global network performance. Our approach is different in the sense that we investigate the impact of information on the global network performance depending on the fraction of people that receive information. We analyse what is the effect of real time information dissemination and explain why this effect appears. Information is disseminated in real time and contains global details about how congested the roads are. This approach is important as it gives insights on the impact that massive use of real-time information can have on traffic. This can be useful for building more intelligent traffic control mechanisms where information is a steering tool.
"
37,S1877750311000676.txt,"['lane select polici', '2D and 3D simul', 'probabilist rout', '‘roulett wheel’ style', 'vehicl', 'driver', 'vissim', 'simul', 'weighbridg', 'graphic microsimul', 'simul toolkit', 'piecewis techniqu', 'probabilist']",.,"One way to enforce this ratio is to use a probabilistic, ‘roulette wheel’ style lane selection policy. VISSIM, along with most simulation toolkits, offers methods to specify probabilistic routing whereby a defined percentage of vehicles are sent down unique routes. This is a piecewise technique that can be reapplied at various locations around a simulation. While these methods are attractive from a calibration perspective as exact representations of existing statistics can be ensured, the process is an unrealistic one as it assumes that drivers make probabilistic decisions at precise locations. So in this case when a vehicle arrives at a point prior to the weighbridges it is allocated one of the lanes based on the respective probabilities. It turns out that this method leads to significant variations in trip times depending on the initial random number seed, this can be seen in a graphic of the key areas of the simulation for the 2 different runs (Fig. 7). One of the benefits of graphical microsimulation is that the 2D and 3D simulations help the researcher to visualise a new scheme and its potential benefits but also to highlight unrealistic behaviour. Fig. 7 shows the congestion at the decision point for 2 different runs. Using probabilistic routing to enforce correct routing percentages is a clear case of overcalibration affecting simulation brittleness.
"
38,S0927025614006181.txt,"['sphere “overlap”', 'contact damp', 'half step leap-frog verlet numer integr scheme', 'contact particl', 'forc', 'linear spring–dashpot–slid analog', 'contact forc', 'particl', 'moment', 'particl centr', 'translat and rotat motion', 'particl cohes', 'particl contact', 'zone method', 'model pack and flow of granular materi', 'discret element method', 'explicit time step approach', 'particl posit', 'inter-particl and particl wall contact', 'granular materi', 'particl elast stiff', 'numer integr', 'sphere', 'veloc', 'particl elast', 'near-neighbour list']",.,"The Discrete Element Method applied to spheres is well established as a reasonably realistic tool, in a wide range of engineering disciplines, for modelling packing and flow of granular materials; Asmar et al. [8] describes the fundamentals of this method as applied by code developed in-house at Nottingham; since these are widely documented the details are not reproduced here, simply a summary. It applies an explicit time stepping approach to numerically integrate the translational and rotational motion of each particle from the resulting forces and moments acting on them at each timestep. The inter-particle and particle wall contacts are modelled using the linear spring–dashpot–slider analogy. Contact forces are modelled in the normal and tangential directions with respect to the line connecting the particles centres. Particle elastic stiffness is set so sphere “overlap” is not significant and moderate contact damping is applied. Particle cohesion can also be modelled but is assumed to be negligible in the current study. The translational and rotational motion of each particle is modelled using a half step leap-frog Verlet numerical integration scheme to update particle positions and velocities. Near-neighbour lists are used to increase the computational efficiency of determining particle contacts and a zoning method is used each time the list is composed; that is the system is divided into cubic regions, each particle centre is within one zone, and potential contacting particles are within the same or next-door neighbour zones. Full details are given in Asmar et al. [8].
"
39,S0168365913009036.txt,"['lcprgpd', 'pdla', 'dotma', 'pdlap1', 'incub', 'dna', 'dope', 'liposom laprg', 'pdlap2', 'ladp', 'lpd', 'lcprg', 'formul anion nanocomplex', 'ad', 'nanocomplex', 'liposom lap1', 'LA', 'liposom lap2', 'rapid mix and incub', 'pdlaprg', 'an anion liposom', 'lap1 or lap2', 'prepar', 'liposom lcprg', 'liposom LA', 'liposom', 'liposom dotma/dop', 'peptid']",.,"Two methods of formulating anionic nanocomplexes were evaluated. In both, nanocomplexes were prepared in water at a range of molar charge ratios of L to D while the peptide P to D molar charge ratio was maintained constant at 3:1. Method 1 (L:D:P): DNA was first added to an anionic liposome (LA, LAP1 or LAP2) and incubated for 15min at room temperature and then the peptide was added with rapid mixing and incubated at room temperature for a further 20min; Method 2 (P:D:L): the peptide was added to the DNA and incubated for 15min at room temperature and then liposome was added with rapid mixing and incubated at room temperature for a further 20min. Irrespective of the method of order of mixing, all molar charge ratios in this study refer to L:P:D. Cationic formulations LPD and LCPRGPD were prepared in the order L:P:D as described previously; first, the peptide was added to the liposome DOTMA/DOPE or LCPRG followed by addition of the DNA with rapid mixing and incubated for 30min at room temperature to allow for complex formation [30]. The nanocomplexes prepared were termed LPD (liposome DOTMA/DOPE), LADP and PDLA (liposome LA), PDLAP1 (liposome LAP1), PDLAP2 (liposome LAP2), PDLAPRG (liposome LAPRG) and LCPRGPD (liposome LCPRG).
"
40,S0045782515001322.txt,"['curv vessel', 'compar analysi', 'stent-graft expans', 'vessel', 'simplifi contact model', 'FE analys', 'FM', 'FM deploy algorithm', 'simul', 'vessel wall', 'contact algorithm', 'node', 'FE', 'FE simul']",.,"One of the most important outcomes of the comparative analysis is the fact that in all tested cases the use of FM is associated with a dramatic reduction in computational time when compared with FE, generally being in the order of seconds for FM and in the order of hours for FE. Table 1 reports the timings of the simulations for both methods. Free expansion is the fastest case, where FM reaches the load-free configuration in just 2 s, while simulations inside the vessels with the diameter of around 30 mm take approximately 30 s. Most of the execution time of the FM deployment algorithm is dedicated to the contact check and calculations of the implications the vessel wall has on the stent structure. Interestingly, in both methods, the highest computational time (i.e., curved vessels) is not associated with the most complex geometry (i.e., patient-specific case of aortic dissection). Another fact worth mentioning is the relation of the computational time to the diameter of the vessel in both methods. While the computational time of FM appeared to be directly related to the diameter of the vessel, no immediate relation was found for the FE simulations. Such outcome is probably related to the simplified contact model used by FM, which makes the stent-graft expansion terminate once the nodes come in contact with the vessel wall. On the contrary, it is well known that the contact algorithm used in the FE analyses increases the computational cost of the simulations.
"
41,S0039602899010869.txt,"['macroscop van der waal forc', 'tip–surfac separ', 'sampl atom', 'atom', 'semi-infinit substrat', 'calcul', 'van der waal interact', 'macroscop part of the tip', 'van der waal forc', 'macroscop Si tip', 'dispers forc']",.,"The final contribution to the force is the van der Waals interaction. It includes the following contributions: (i) between the macroscopic Si tip of conical shape with the sphere of radius R at the end [27] and semi-infinite substrate; (ii) the dispersion forces between the atoms in the sample treated atomistically; and (iii) the interaction between the macroscopic part of the tip and the sample atoms. The first contribution is calculated analytically [27]. In fact, the macroscopic contribution to the van der Waals force is the same in each of the three systems described below, as it depends only on the tip–surface separation, macroscopic sphere radius, cone-angle and Hamaker constant of the system [27]. All these quantities are identical in each system we look at, so that the van der Waals force acts as a background attractive force independent of the microscopic properties of the system [8]. The Hamaker constant needed for the calculation of the macroscopic van der Waals force is estimated to be 0.5eV [32].
"
42,S0032386109001463.txt,"['even polygon theorem', 'three-branch molecul', 'mont carlo simul', 'cylind', 'polym chain', 'three interfac', 'chain entropi', 'b/c and c/a', 'a/b', 'star molecul', 'polygon', 'diagon bond method']",.,"When incompatible three component polymer chains are tethered at a junction point, the resultant star molecules of the ABC type are in a very frustrated field in bulk. That is, their junction points cannot be aligned on two-dimensional planes but on one-dimensional lines, as schematically shown in Fig. 1. Furthermore, when the chain length difference is not so large, the array of junction points tends to be straight and long one. Consequently each domain with mesoscopic sizes becomes cylinders, and their cross sections could be conformed by polygons [28,29]. This is because three interfaces, A/B, B/C and C/A are likely to be flat since there exist no junction points at interfaces and therefore chain entropy contribution to the free energy of structure formation is considerably small comparing with regular block and graft copolymer systems. As a matter of fact, Dotera predicted several tiling patterns by the diagonal bond method, a new Monte Carlo Simulation [30], while Gemma and Dotera pointed out that only three regular tilings, i.e., (6.6.6), (4.8.8) and (4.6.12) are permitted for three-branched molecules proposed as the “even polygon theorem” [31].
"
43,S2212671612000431.txt,"['face recognit system', 'lbp', 'local binari pattern', 'face recognit', 'preprocess', 'geometr normal', 'eye locat', 'eye locat method', 'eyebal search', 'adaboost algorithm', 'recognit', 'pre-process of the face', 'symbian platform', 'face preprocess', 'illumin normal', 'ER']",.,"In this paper, an implementation of a LBP (local binary pattern) based fast face recognition system on symbian platform is presented. First, face in picture taken from camera is detected using AdaBoost algorithm. Second, the pre-processing of the face is done, including eye location, geometric normalization, illumination normalization. During the face preprocessing, a rapid eye location method named ER (Eyeball Search) is proposed and implemented. Last, the improved LBP is adopted for recognition. Although the computational capability of the symbian platform is limited, the experimental results show good performance for recognition rate and time. in pressIn this paper, an implementation of a LBP (local binary pattern) based fast face recognition system on symbian platform is presented. First, face in picture taken from camera is detected using AdaBoost algorithm. Second, the pre-processing of the face is done, including eye location, geometric normalization, illumination normalization. During the face preprocessing, a rapid eye location method named ER (Eyeball Search) is proposed and implemented. Last, the improved LBP is adopted for recognition. Although the computational capability of the symbian platform is limited, the experimental results show good performance for recognition rate and time. in press
"
44,S0370269304005829.txt,"['neutrino flux', 'reactor case', 'electron', 'electron recoil', 'helium-6 ion', 'static tritium sourc', 'electron–neutrino scatter', 'neutrino magnet moment', 'neutrino', 'beta-beam', 'beta-beam sourc']",.,"Let us now consider the case of a beta-beam source. Similarly to the case of a static tritium source, an advantage of the beta-beams is that the neutrino fluxes can be very accurately calculated. Fig. 3 shows the electron–neutrino scattering events in the range of 0.1 MeV to 1 MeV and 1 keV to 10 keV, respectively. (In Fig. 3(b) we have rounded to the nearest integer number of counts.) The shape of the flux-averaged cross sections is very similar to the reactor case as reflected in the event rates shown in the figures. As can be seen, by measuring electron recoils in the keV range with a beta-beam source one could, with a sufficiently strong source, have a very clear signature for a neutrino magnetic moment of 5×10−11μB. These figures are for Helium-6 ions, however, similar results can be obtained using neutrinos from 18Ne. The results shown are obtained for an intensity of 1015 ν/s (i.e., 1015  ions/s). If there is no magnetic moment, this intensity will produce about 170 events in the 0.1 MeV to 1 MeV range per year and 3 events in the 1 keV to 10 keV range per year. These numbers increase to 210 and 55, respectively, in the case of a magnetic moment of 5×10−11μB.
"
45,S221450951400031X.txt,"['cathod protect of the pier', 'detail design', 'look at the system instal previous and calcul', 'vari amount of steelwork', 'asr', 'galvan system', 'broadband connect', 'signific reduct in the number of zone and monitor probe', 'system instal previous', 'encapsul', 'galvashield CC anod', 'depolar of the galvan system', 'multipl layer of mesh', 'data']",.,"This phase was completed in 2005. Previous contracts had been procured with the contractor providing the detailed design. For this system the design was undertaken by Mott MacDonald. It was developed by looking at the systems installed previously and calculating what was actually required to achieve cathodic protection of the piers. This resulted in a significant reduction in the number of zones and monitoring probes. The varying amounts of steelwork in the beams had previously lead to up to 5 zones per beam, with multiple layers of mesh to achieve the design current density. On review of the data the operating current density was similar in all zones and so this was reduced to a single zone per beam. The encapsulation was susceptible to ASR and contained post tensioning and so it was decided to use a galvanic system based on Galvashield CC anodes from Fosroc. Our design did not include an option to allow depolarization of the galvanic system, but the contractor supplied one, such that the anodes could be remotely disconnected. The control unit was from Electrotech CP and operated via a broadband connection provided by the contractor.
"
46,S0021999114007396.txt,"['new regular result', 'one- and two-dimens', 'numer experi', 'finit differ discret of the caputo fraction deriv', 'fulli discret scheme', 'numer scheme', 'empir converg rate', 'multipl caputo fraction deriv in time', 'galerkin scheme', 'multi-term time fraction diffus equat', 'galerkin finit element method']",.,"In this work, we have developed a simple numerical scheme based on the Galerkin finite element method for a multi-term time fractional diffusion equation which involves multiple Caputo fractional derivatives in time. A complete error analysis of the space semidiscrete Galerkin scheme is provided. The theory covers the practically very important case of nonsmooth initial data and right hand side. The analysis relies essentially on some new regularity results of the multi-term time fractional diffusion equation. Further, we have developed a fully discrete scheme based on a finite difference discretization of the Caputo fractional derivatives. The stability and error estimate of the fully discrete scheme were established, provided that the solution is smooth. The extensive numerical experiments in one- and two-dimension fully confirmed our convergence analysis: the empirical convergence rates agree well with the theoretical predictions for both smooth and nonsmooth data.
"
47,S0022311515300830.txt,"['compound', 'oxygen', 'refer materi', 'data process', 'heat flow', 'xrd', 'solid piec', 'argon', 'mdhtc-96', 'drop detector', 'background subtract and peak integr', 'Al', 'high puriti standard metal', '2–4 drop of bi2uo6 sampl', 'correct', 'enthalpi increment', 'setaram multi-detector high temperatur calorimet', 'platinum ingot', 'isotherm run', 'Ni', 'platinum', 'measur the enthalpi increment', 'calorimetr measur', 'Zn', 'Ag', 'Sn', 'commerci avail softwar for data process', 'Pb']",.,"Solid pieces of 23–114 mg were further used to measure the enthalpy increments using a Setaram Multi-detector High Temperature Calorimeter (MDHTC-96) using a drop detector. For more details about the technique we refer to our previous studies [9,10]. The measurements were carried out under an argon atmosphere (with an oxygen content of 7 ppm), using pure platinum ingots (64–144 mg) of 99.95 at % purity as a reference material. The temperature range of the experiment was from 430.3 K to 1088.8 K using steps of 50 K. Each isothermal run consisted of 2–4 drops of Bi2UO6 samples, each surrounded by two drops of platinum from which the sensitivity of the device was determined. The drops were separated by time intervals of 20 min, long enough to re-stabilize the monitored heat flow signal. Background subtraction and peak integration were performed using commercially available software for data processing. The reported temperatures were corrected in accordance with the calibration curve obtained prior to measurement using several high purity standard metals (Sn, Pb, Zn, Al, Ag, Ni) with various melting temperatures in order to cover the whole temperature range of the measurement. After drop calorimetric measurements at the maximum considered temperature, the material was subjected to a new XRD measurement, confirming the stability of the compound under the experimental conditions.
"
48,S0257897213004131.txt,"['uncoat az31 magnesium alloy', 'test time', 'reduct of friction coeffici', 'uncoat az31', 'electrolyt', 'wear process', 'al2o3 nanoparticl', 'nano-particl', '“roll effect”', 'composit coat', 'anod coat without al2o3 nanoparticl', 'reduc friction', 'composit anod coat', 'spheric nanoparticl', 'anod coat', 'friction coeffici', 'coat']",.,"Fig. 7 shows the relationship between the testing time and friction coefficients of various samples under dry conditions. There exist running in and steady wear period in the wear process of uncoated AZ31 and anodizing coating without Al2O3 nanoparticles while there has a steady wear period only in the wear process of composite anodizing coating with Al2O3 nanoparticles. At the same time, the addition of nano-particles to electrolyte led to reduction of friction coefficient. The friction coefficient of composite coating is relatively lower and more stable than what has been reported in literature [24,25] for anodizing coatings. This may be caused by “rolling effect” made by Al2O3 nanoparticles on the surface of oxide coating. Spherical nanoparticles change sliding into rolling, which reduce friction, making the friction coefficient becomes more stable. The friction coefficient of anodizing coating without Al2O3 nanoparticles has large fluctuation maybe for the damage of coating. In contrast to the uncoated AZ31 magnesium alloy, the anodizing coatings show slightly lower friction coefficient. This can be attributed to their higher load-bearing capacity for high hardness.
"
49,S0022311513011951.txt,"['swell', 'grain', 'od particl', 'void', 'migrat of vacanc and sia', 'diffus', 'structur', 'disloc loop', 'displac cascad', 'defect']",.,"The displacement cascade is a rapid process (of order picoseconds). Further migration of vacancies and SIAs, mainly by diffusion, happens over a timescale of order nanoseconds [17]. This is still short compared to operating times, so is important to consider the equilibrium result of such processes: If the vacancies and SIAs were likely to find their Frenkel partner, recombine, and annihilate, then the metal should essentially return to its original structure; however, if defects instead formed large clusters of a single type this could result in formation of voids, dislocation loops or swelling, possibly weakening the material in the process. Defects can be trapped at grain boundaries or surface, so for an ODS particle to effect the diffusion, there concentration must be such that there are many such particles in each grain.
"
